78,BDEEB8A1D08E1150D7FCFBAB886D6F576B52304C177531658A32803DC7CD1BD8,23,3.8999899E7,26,F5D328F6861AA13F079675642CE4E474EBB1C986A721C05434566BC902ABD545
77,32D0D7F70923F61E7ACCEEAC9F87B642F2012947E66BED12F9E74E351A5BB61C,26,9.99999999E8,23,BDEEB8A1D08E1150D7FCFBAB886D6F576B52304C177531658A32803DC7CD1BD8
75,1C0FC92C065761FDC04956A27255C99010348D9500AEA3360F31D7AF7D235F5D,23,1.0E8,25,C1A3CA93EFD3B21534776E0762F36C849060EEC2F30291BCD97416DC7154E2BA
74,1F7F3E99FB2ADD70776814BECDB53BB84A68FD05186AFBFF69986A96A84C1CC7,20,1.0E7,23,1C0FC92C065761FDC04956A27255C99010348D9500AEA3360F31D7AF7D235F5D
73,08B0B273F6C6C5969A11EA3B7B793D2C3F51CA23D001864876EE8D81D53FA9D7,20,1.29E8,23,1F7F3E99FB2ADD70776814BECDB53BB84A68FD05186AFBFF69986A96A84C1CC7
72,D7CEA236FEFAFCF5866B356EE35C4B9E557C067A70280A12AF4D09A02F6388D1,23,100.0,26,08B0B273F6C6C5969A11EA3B7B793D2C3F51CA23D001864876EE8D81D53FA9D7
71,BD013682966D8DCA74DD95F3B5489201CD701514436BB18F062E402A1288951F,23,1.0E9,26,D7CEA236FEFAFCF5866B356EE35C4B9E557C067A70280A12AF4D09A02F6388D1
70,B6842B7E4E40346A9E42AD13B6F07A44B9CC5898401A02AE2A3A18FDFC26DEF7,23,102.0,20,BD013682966D8DCA74DD95F3B5489201CD701514436BB18F062E402A1288951F
69,7993C4FC3B10C19C6EE910A254228D9BD494F814739E919E0917D10BF4C7053A,26,102.0,23,B6842B7E4E40346A9E42AD13B6F07A44B9CC5898401A02AE2A3A18FDFC26DEF7
64,2E1BC97C09E77CDDCE3444C8FED1F385CCEB2F901E9DCD559D60E0E0EECBB3B3,23,8.7985332E7,20,D37ABD99A0AB497B14FA216C78AEDF37B1BBDE1F383CAA6CD0FD9B24138CE3A6
63,100FA3E488C22563B1EE34895F73FF1F987E0E940431FEA1DBD009724E5F984B,23,9776148.0,20,2E1BC97C09E77CDDCE3444C8FED1F385CCEB2F901E9DCD559D60E0E0EECBB3B3
62,C263D07883FE6D4BF8051DFE2BAF9F695BB64268F46DA7764195B16311787E3C,24,1.0E9,23,100FA3E488C22563B1EE34895F73FF1F987E0E940431FEA1DBD009724E5F984B
61,E5F6264E5EC5E9B0385726EB20AF41CB565F67254AD86922619735D914698C58,25,761480.0,23,C263D07883FE6D4BF8051DFE2BAF9F695BB64268F46DA7764195B16311787E3C
60,970BB29D1FA31A54F91A5F76F7E7DB01125DBD33C2FC179C4EECF4FA46582127,23,9900.0,25,E5F6264E5EC5E9B0385726EB20AF41CB565F67254AD86922619735D914698C58
